id,county,category,company,website,email,phone,address,linkedin,instagram,facebook,sellsPlaques,quality
1797,Kent,Signage,Peach Design,https://www.peachdesign.co.uk/,info@peachdesign.co.uk,020 8663 3686,"33 Upper Elmers End Road, Beckenham, BR3 3QY",,"FB: peachdesignuk, IG: peachdesignuk","FB: peachdesignuk, IG: peachdesignuk",False,0
1798,Kent,Signage,Prime Signs UK Ltd,http://www.primesignsltd.co.uk,enquiries@primesignsltd.co.uk,0800 066 5085,"2 Midfield Parade, Mayplace Rd East, Bexleyheath, DA7 6NA",,"FB: primesignsukltd, IG: primesignsukltd","FB: primesignsukltd, IG: primesignsukltd",False,0
1799,Kent,Signage,R & M Sign Makers,http://rmsigns.co.uk,sales@rmsigns.co.uk,01474 568358,"35 Dobson Rd, Gravesend, DA12 5TF",,,,False,0
1623,Kent,Signage,Sign Right UK,https://signrightuk.com,,,,,,,False,0
1624,Kent,Signage,Sign Wizard,https://www.sign-wizard.co.uk,,,,,,,False,0
1800,Kent,Signage,SignGen Ltd,https://www.signgen.co.uk/,info@signgen.co.uk,0808 304 7803,"Chatham, ME4",,,,False,0
1801,Kent,Signage,Signpost Signs Ltd,https://www.signpostsigns.co.uk/,info@signpostsigns.co.uk,020 8309 5556,"12 Halfway St, Sidcup, DA15 8LL",,,,False,0
1802,Kent,Signage,Signs To Print Ltd,https://www.signageandmedia.co.uk/,info@signs2print.co.uk,01689 827157,"7 High St, Orpington, BR6 0JE",,,,False,0
1803,Kent,Signage,Steve Bronson Sign Writer,https://bronsonsigns.co.uk,steve@bronsonsigns.co.uk,01732 358667,"26 Seabrook Rd, Tonbridge, TN10 3AS",,,,False,0
1804,Kent,Signage,The Bespoke Sign House,https://thebespokesignhouse.com,hello@thebespokesignhouse.com,07395 081973,"Samares The Lees, Ashford, TN25 4HX",,IG: thebespokesignhouse,,False,0
1805,Kent,Signage,Zyrer Sign,https://zyrer.co.uk,info@zyrer.co.uk,01474 550607,"61 Nelson Rd, Gravesend, DA11 7EF",,,,False,0
1638,Lanarkshire,Signage,Merson Group,,enquiries@mersongroup.com,01355 243 021,"2 Law Place, Nerston Industrial Estate, East Kilbride, Glasgow, G74 4PP",https://www.linkedin.com/company/merson-group/,,https://www.facebook.com/MersonGroup/,False,0
1730,Lancashire,Signage,Fylde Signs,http://fyldesigns.co.uk,info@fyldesigns.co.uk,01253 555666,Blackpool,https://www.linkedin.com/company/fyldesigns,https://www.instagram.com/fyldesigns,https://www.facebook.com/fyldesigns,False,0
1631,Leicestershire,Signage,Alpen Signs,,info@alpensigns.co.uk,0116 263 0550,"Central House, Marlow Road, Leicester, LE3 2BQ",https://www.linkedin.com/company/alpen-signs/,https://www.instagram.com/alpensigns/,https://www.facebook.com/alpensigns/,False,0
1684,Leicestershire,Signage,Direct Signs,https://directsigns.co.uk,info@directsigns.co.uk,01455 233 444,Unit 1 Dodwells Road Hinckley LE10 3BZ,,,,False,0
1685,Leicestershire,Signage,Sign Here,https://www.sign-here.co.uk/,sales@sign-here.co.uk,0116 253 0446,179 Fosse Road North Leicester LE3 5EZ,,,,False,0
1686,Leicestershire,Signage,SignFab (UK) Ltd,https://signfab.co.uk,sales@signfab.co.uk,0116 261 0104,Byford Road Leicester LE4 0DG,,,,False,0
1687,Lincolnshire,Signage,Allen Signs,https://allen-signs.co.uk,enquiries@allen-signs.co.uk,01522 501 500,Unit 4 Whisby Way Lincoln LN6 3LQ,,,,False,0
1626,Lincolnshire,Signage,Elite Signs Ltd,https://elite4signs.co.uk,sales@elite4signs.co.uk,,,,,,False,0
1627,Lincolnshire,Signage,Grimsby Signs Ltd,https://grimsbysigns.com,grimsbysigns@outlook.com,01472 268868,"124-126 Hainton Avenue, Grimsby, DN32 9LQ",,,,False,0
1625,Lincolnshire,Signage,Lincs Signs,https://lincs-signs.co.uk,enquiries@lincs-signs.co.uk,,,,,,False,0
1731,Merseyside,Signage,Chris Benson Signs Ltd,https://bensonsigns.com/,info@chrisbensonsigns.co.uk,0151 236 4444,"96-98 Great Howard Street, Liverpool, L3 7AX",https://www.linkedin.com/company/chrisbensonsignsltd,https://www.instagram.com/chrisbensonsignsltd,https://www.facebook.com/chrisbensonsignsltd,False,0
1732,Merseyside,Signage,Cowen Signs,https://www.cowensigns.com/,info@cowensigns.com,0151 647 3333,"Unit 4 Appin Rd Argyle Ind Est, Birkenhead, CH41 9HH",https://www.linkedin.com/company/cowensigns,https://www.instagram.com/cowensigns,https://www.facebook.com/cowensigns,False,0
1733,Merseyside,Signage,Lever Signs & Designs,http://leversigns.com,info@leversigns.com,0151 236 2222,"Quadrangle Buildings, Greenock St, Liverpool, L3 7HP",https://www.linkedin.com/company/leversignsanddesigns,https://www.instagram.com/leversignsanddesigns,https://www.facebook.com/leversignsanddesigns,False,0
1734,Merseyside,Signage,Liverpool Signs & Neon Ltd,https://www.liverpoolsigns.co.uk/,info@liverpoolsigns.co.uk,0151 207 2222,"Unit 6, Quadrangle Buildings, Greenock St, Liverpool, L3 7HP",https://www.linkedin.com/company/liverpoolsignsandneonltd,https://www.instagram.com/liverpoolsignsandneonltd,https://www.facebook.com/liverpoolsignsandneonltd,False,0
1735,Merseyside,Signage,Quick Signs,https://www.quicksignsuk.com/,info@quicksignsuk.com,0151 933 1111,"77 Stanley Rd, Bootle, L20 7BZ",https://www.linkedin.com/company/quicksigns,https://www.instagram.com/quicksigns,https://www.facebook.com/quicksigns,False,0
1736,Merseyside,Signage,Sign Centre,https://signcentreuk.co.uk,info@signcentreuk.co.uk,0151 298 1111,"Unit 4 Vauxhall Business Centre, 131 Vauxhall Rd, Liverpool, L3 6BN",https://www.linkedin.com/company/signcentre,https://www.instagram.com/signcentre,https://www.facebook.com/signcentre,False,0
1737,Merseyside,Signage,Signs 2 Go,https://www.signs2go.co.uk/,info@signs2go.co.uk,0151 647 1111,"82 Appin Rd, Birkenhead, CH41 9HH",https://www.linkedin.com/company/signs2go,https://www.instagram.com/signs2go,https://www.facebook.com/signs2go,False,0
1738,Merseyside,Signage,Signs 3000 Ltd,https://www.signs3000.co.uk/,info@signs3000.co.uk,0151 236 3000,"6 North St, Liverpool, L3 2AY",https://www.linkedin.com/company/signs3000ltd,https://www.instagram.com/signs3000ltd,https://www.facebook.com/signs3000ltd,False,0
1739,Merseyside,Signage,The Sign Shop,https://thesignshopliverpool.com,info@thesignshopliverpool.com,0151 922 1111,"242 Derby Rd, Liverpool, L20 8LJ",https://www.linkedin.com/company/thesignshop,https://www.instagram.com/thesignshop,https://www.facebook.com/thesignshop,False,0
1639,Merseyside,Signage,Widd Signs,,info@widdsigns.co.uk,0113 250 2662,"Widd House, 2 Gledhall Road, St Helens, Merseyside, WA9 3AG",https://www.linkedin.com/company/widd-signs/,https://www.instagram.com/widdsigns/,https://www.facebook.com/widdsigns/,False,0
1665,Norfolk,Signage,Anglia Sign Casting,https://www.angliasigncasting.co.uk/,info@angliasigncasting.co.uk,01603 897111,"Unit 1, 14-16 Drayton Rd, Norwich NR3 2AB",,,https://www.facebook.com/angliasigncasting/,False,0
1666,Norfolk,Signage,Displaypro,https://displaypro.co.uk,info@displaypro.co.uk,01603 928000,"Unit 3, 40-46 Spar Rd, Norwich NR6 6BY",https://www.linkedin.com/company/displaypro-ltd/,https://www.instagram.com/displaypro/,https://www.facebook.com/displaypro/,False,0
1667,Norfolk,Signage,Norwich Signs and Graphics,https://www.norwichsignsandgraphics.co.uk/,info@norwichsignsandgraphics.co.uk,07777 712201,"Norwich, Norfolk",,,https://www.facebook.com/norwichsignsandgraphics/,False,0
1668,Norfolk,Signage,Signforce Ltd,https://signforce.co.uk,sales@signforce.co.uk,01603 411573,"Unit 1, 14-16 Drayton Rd, Norwich NR3 2AB",,,https://www.facebook.com/signforce/,False,0
1633,Norfolk,Signage,Signs Express (HQ),,info@signsexpress.co.uk,01603 625925,"17&18 Roundtree Way, Norwich, NR7 8SQ",https://www.linkedin.com/company/signs-express-ltd/,https://www.instagram.com/signsexpress/,https://www.facebook.com/SignsExpress/,False,0
1669,Norfolk,Signage,Signs Plus (EA) Ltd,https://signsplus.co.uk,sales@signsplus.co.uk,01603 904855,"Unit 1, 11-13 Ayton Rd, Wymondham NR18 0QH",,,https://www.facebook.com/signsplusnorfolk/,False,0
1670,Norfolk,Signage,Signworx (The Signworx),https://thesignworx.com,info@thesignworx.com,01553 782594,"Unit 4, North Lynn Business Village, Bergen Way, King's Lynn PE30 2JG",https://www.linkedin.com/company/the-signworx/,https://www.instagram.com/thesignworx/,https://www.facebook.com/thesignworx/,False,0
1671,Norfolk,Signage,Soanes Signs,https://soanessigns.com,info@soanessigns.com,01603 754544,"Unit 1, Broadland Business Park, Norwich NR7 0WG",https://www.linkedin.com/company/soanes-signs/,https://www.instagram.com/soanes_signs/,https://www.facebook.com/soanessigns/,False,0
1672,Norfolk,Signage,Solar Signs & Graphics Limited,https://solarsigns.co.uk,info@solarsigns.co.uk,01603 484648,"Unit 1, 14-16 Drayton Rd, Norwich NR3 2AB",,,https://www.facebook.com/solarsigns/,False,0
1673,Norfolk,Signage,Wensum Print,https://www.wensumprint.co.uk/,info@wensumprint.co.uk,01603 219594,"10-12 Heigham St, Norwich NR2 4TE",https://www.linkedin.com/company/wensum-print/,https://www.instagram.com/wensumprint/,https://www.facebook.com/wensumprint/,False,0
1925,North Yorkshire,Signage,Andrews Signs & Engravers Ltd,https://www.andrewssigns.co.uk/,sales@andrewssigns.co.uk,01904 696969,"Unit 5-6, Rawcliffe Ind Est, York, YO30 5XY",,,,False,0
1926,North Yorkshire,Signage,Atam Signs Ltd,https://atamsigns.co.uk/,sales@arc-sign.co.uk,01757 706240,"Unit 3 Mayfair Ind Est, Selby, YO8 8BE",,,,False,0
1628,North Yorkshire,Signage,Design Display,https://www.designdisplay.co.uk/,info@designdisplay.co.uk,,Yarm,,,https://facebook.com/07901 554 759,False,0
1927,North Yorkshire,Signage,JS Graphixx,https://jsgraphixx.com,info@jsgraphixx.com,01653 696969,"Unit 3 Malton Enterprise Park, Malton, YO17 6AD",,,,False,0
1688,Northamptonshire,Signage,Corby Graphix,https://corbygraphix.co.uk,info@corbygraphix.co.uk,01536 202 202,Unit L Edison Courtyard Corby NN17 4LS,,,,False,0
1942,Northern Ireland,Signage,AC-Print Signs & Display,https://www.acprint.co.uk/,info@acprint.co.uk,028 9447 9799,"202 Portglenone Rd, Antrim, BT41 3EU",,,https://www.facebook.com/ACPrintAntrim/,False,0
1943,Northern Ireland,Signage,Apex Signs,https://apex-signs.com/,info@apex-signs.com,028 9070 2000,"1-3 Boucher Rd, Belfast, BT12 6HR",,,https://www.facebook.com/ApexSignsBelfast/,False,0
1944,Northern Ireland,Signage,Beyond Signage LTD,https://beyond-signage.com/about-us/,info@beyond-signage.com,028 9336 2651,"Unit 4, Kilroot Business Park, Carrickfergus, BT38 7PR",https://www.linkedin.com/company/beyond-signage-ltd/,https://www.instagram.com/beyondsignage/,https://www.facebook.com/beyondsignage/,False,0
1945,Northern Ireland,Signage,CLS Signage,https://clssignage.com/,sales@clssignage.com,028 3754 9000,"194 Battleford Rd, Armagh, BT61 8BY",,https://www.instagram.com/clssignage/,https://www.facebook.com/clssignage/,False,0
1946,Northern Ireland,Signage,Chris Hamill Signs Ltd,https://www.chrishamillsigns.co.uk/contact-us,chrishamilldesign@hotmail.co.uk,028 2508 0173,"6 McKeestown Lane, Ballymena, BT42 2LU",,,https://www.facebook.com/chrishamillsigns/,False,0
1947,Northern Ireland,Signage,Custom Graphix,https://customgraphix.co.uk/signage,info@customgraphix.co.uk,028 9335 1723,"1-3 Carrickfergus Rd, Carrickfergus, BT38 7PR",,,https://www.facebook.com/CustomGraphixNI/,False,0
1948,Northern Ireland,Signage,Design & Display,https://www.designandisplay.com/contact-us/,info@designandisplay.com,028 9096 1655,"Unit 38, Work West Enterprise Centre, Belfast, BT11 8BU",,,,False,0
1949,Northern Ireland,Signage,Graphics Plus,https://graphics-plus.co.uk/,graphics.plus@hotmail.com,028 7134 4259,"9 Gleneden Complex, Altnagelvin Ind Est, Londonderry, BT47 2ED",,,https://www.facebook.com/GraphicsPlusDerry/,False,0
1950,Northern Ireland,Signage,Kerr Signs,https://kerrsigns.com/,info@kerrsigns.com,028 7965 1811,"22 Cloyfin Rd, Coleraine, BT52 2NY",,https://www.instagram.com/kerrsigns/,https://www.facebook.com/kerrsigns/,False,0
1951,Northern Ireland,Signage,LE Graphics,https://legraphics.co.uk/about-us/,info@legraphics.co.uk,028 6632 5423,"Race View Factory Rd, Enniskillen, BT74 6DT",https://www.linkedin.com/company/le-graphics/,https://www.instagram.com/legraphics/,https://www.facebook.com/legraphics/,False,0
1952,Northern Ireland,Signage,Off The Wall Creative,https://otwc.co.uk/,info@otwc.co.uk,028 9074 0133,"10-12 Garmoyle St, Belfast, BT15 1DY",https://www.linkedin.com/company/off-the-wall-creative-ltd/,https://www.instagram.com/otwc_signs/,https://www.facebook.com/otwc.co.uk/,False,0
1953,Northern Ireland,Signage,Rainbow Signs Ltd,https://rainbow-signs.co.uk/services/,info@rainbow-signs.co.uk,028 9268 3550,"8 Ballykeel Rd, Hillsborough, BT26 6NW",https://www.linkedin.com/company/rainbow-signs-ltd/,,https://www.facebook.com/rainbowsignsltd/,False,0
1954,Northern Ireland,Signage,Sign D Sign,https://signdsign.biz/,office@signdsign.biz,028 9023 6006,"172a Tates Avenue, Belfast, BT12 6ND",,,https://www.facebook.com/SignDSignBelfast/,False,0
1955,Northern Ireland,Signage,Signal Signs Omagh Limited,https://www.signalsigns.co.uk/,info@signalsigns.co.uk,028 8224 0504,"10-12 Gortrush Ind Est, Omagh, BT78 5EJ",,,https://www.facebook.com/SignalSignsOmagh/,False,0
1956,Northern Ireland,Signage,Signlines,http://signlines.co.uk/,sales@signlines.co.uk,028 9044 9050,"10-12 Ballygowan Rd, Comber, BT23 5PG",,,https://www.facebook.com/SignlinesNI/,False,0
1957,Northern Ireland,Signage,Signs NI,https://www.signsni.co.uk/,info@signsni.co.uk,028 2766 8011,"Unit 1 Taggarts Yard, Meeting House St, Ballymoney, BT53 6JN",,,https://www.facebook.com/SignsNI/,False,0
1958,Northern Ireland,Signage,South Down Signs,https://southdownsigns.co.uk/,info@southdownsigns.co.uk,,"Unit 3 142 Dundrum Rd, Newcastle, BT33 0LN",,,https://www.facebook.com/SouthDownSigns/,False,0
1959,Northern Ireland,Signage,Trade Made,https://www.trademade.co.uk/,info@trademade.co.uk,028 3026 8623,"1-3 Carnbane Ind Est, Newry, BT35 6QH",,,https://www.facebook.com/TradeMadeNI/,False,0
1960,Northern Ireland,Signage,Xtra Print,https://xtraprintsigns.co.uk/,info@xtraprintsigns.co.uk,,"24b Edenderry Gardens, Banbridge, BT32 3BQ",,,https://www.facebook.com/XtraPrintBanbridge/,False,0
1629,Northumberland,Signage,Ark Signs Ltd,https://www.arksigns.co.uk,,,Cramlington,,https://www.instagram.com/arksignsltd,https://www.facebook.com/arksigns,False,0
1630,Northumberland,Signage,Ellis Signs,https://ellissigns.co.uk,,,Newcastle,,https://www.instagram.com/ellissigns,,False,0
1689,Nottinghamshire,Signage,John E Wright,https://www.johnewright.com/,sales@johnewright.com,0115 950 6633,Main Road Nottingham NG4 2PA,,,,False,0
1690,Nottinghamshire,Signage,Morgwell Signs,https://www.morgwellsigns.co.uk/,sales@morgwellsigns.co.uk,0115 972 9722,Unit 1 Industrial Estate Nottingham NG10 1FY,,,,False,0
1740,Scotland,Signage,4c Design,https://www.4cdesign.co.uk/,info@4cdesign.co.uk,0141 353 5490,100 Borron St,,,,False,0
1741,Scotland,Signage,Advanced Signs Systems Ltd,https://advancedsigns.co.uk,info@advancedsigns.co.uk,01896 754000,Netherdale Industrial Estate,,,,False,0
1742,Scotland,Signage,Arken Creative,https://www.arkencreative.co.uk/,hello@arkencreative.co.uk,01786 447700,Stirling Enterprise Park,,,,False,0
1744,Scotland,Signage,DAS Signs Ltd,https://dassigns.co.uk,info@dassigns.co.uk,01738 622223,Unit 1,,,,False,0
1745,Scotland,Signage,DH Design & Print,https://dhdesignandprint.co.uk,info@dhdesignandprint.co.uk,01450 373333,Slitrig Crescent,,,,False,0
1746,Scotland,Signage,DSP | Design Sign Print,https://www.designsignprint.uk/,info@designsignprint.uk,01786 445566,Broadleys Business Park,,,,False,0
1747,Scotland,Signage,Double Image,https://doubleimage.co.uk,info@doubleimage.co.uk,0141 952 0000,Unit 6,,,,False,0
1748,Scotland,Signage,Duncan Signs,https://duncansigns.co.uk,info@duncansigns.co.uk,01382 833333,Unit 4,,,,False,0
1936,Scotland,Signage,EVM (Effective Visual Marketing),https://www.evm.co.uk/,sales@evm.co.uk,0141 638 0255,"Block 8, Units 5-6, 3 Spiersbridge Terrace, Glasgow, G46 8JH",https://www.linkedin.com/company/evm-limited/,https://www.instagram.com/evmlimited/,https://www.facebook.com/EVMLimited,False,0
1749,Scotland,Signage,Firefly Design Agency,https://firefly-design.co.uk,info@firefly-design.co.uk,0131 225 3333,Thistle Street,,,,False,0
1750,Scotland,Signage,Four-by-Two,https://www.four-by-two.com/,info@four-by-two.com,0131 220 5422,10-12 Picardy Place,,,,False,0
1751,Scotland,Signage,Fraser Signs,https://frasersigns.co.uk,info@frasersigns.co.uk,01463 234111,Carsegate Road South,,,,False,0
1752,Scotland,Signage,Hi-Lite Signs,https://www.hi-litesigns.com/,info@hi-litesigns.com,01224 876400,Sinclair Road,,,,False,0
1753,Scotland,Signage,Icon Signs Dundee,http://iconsignsdundee.co.uk,info@iconsignsdundee.co.uk,01382 825121,Unit 1,,,,False,0
1754,Scotland,Signage,Invision Sign and Print,https://invisionsigns.co.uk,info@invisionsigns.co.uk,01896 754040,Bridge St,,,,False,0
1755,Scotland,Signage,Ironside Farrar Ltd,https://ironsidefarrar.com,mail@ironsidefarrar.com,0131 550 6500,111 McDonald Road,,,,False,0
1756,Scotland,Signage,James Bros,https://jamesbrosglasgow.co.uk/,info@jamesbros.co.uk,0141 429 0292,61-63 Admiral Street,,,,False,0
1757,Scotland,Signage,Jammiro Sign Specialists,https://jammiro.com,info@jammiro.com,01224 212345,Aberdeen Business Park,,,,False,0
1937,Scotland,Signage,MSD (Wayfinding),https://www.wearemsd.com/,info@wearemsd.com,01355 243021,2 Young Place,East Kilbride,G75 0TD,,False,0
1758,Scotland,Signage,Mackinnon Slater,https://www.mackinnonslater.co.uk/,info@mackinnonslater.co.uk,0131 556 9633,70 Montgomery Street,,,,False,0
1759,Scotland,Signage,Matic Media Services Ltd,https://maticmedia.co.uk,sales@maticmedia.co.uk,01698 711100,Unit 1-3 Spiersbridge Terrace,,,,False,0
1760,Scotland,Signage,McBride Signs,https://www.mcbridesigns.co.uk/,info@mcbridesigns.co.uk,01463 232121,34 Carsegate Road South,,,,False,0
1761,Scotland,Signage,Mima Group,https://mimagroup.com,info@mimagroup.com,0141 332 3332,Citypoint,,,,False,0
1762,Scotland,Signage,Mixit Signs & Visual,https://www.mixit-signs.co.uk/,info@mixitsigns.co.uk,01573 223333,Kelso,,,,False,0
1763,Scotland,Signage,Norsign Group,https://www.norsign.co.uk/,hello@norsign.co.uk,01698 713399,"Block 14, First Road, Blantyre Industrial Estate, Glasgow, G72 0ND",,,,False,0
1764,Scotland,Signage,One Design Aberdeen,https://www.onedesignaberdeen.co.uk/,info@onedesignaberdeen.co.uk,01224 586666,Cuthbertson Grove,,,,False,0
1765,Scotland,Signage,Scotland's Bravest Manufacturing Company,https://scotlandsbravest.org.uk,info@scotlandsbravest.org.uk,0141 814 4560,Erskine Estate,,,,False,0
1938,Scotland,Signage,Sign Designs Aberdeen Ltd,https://sdalimited.co.uk/,info@sdalimited.co.uk,01224 641153,13 Canal Road,Aberdeen,AB24 3ER,,False,0
1766,Scotland,Signage,Sign-it,https://www.sign-it.co.uk/,info@sign-it.co.uk,01750 22111,Riverside,,,,False,0
1767,Scotland,Signage,Significant Others,https://significantothers.co.uk,hello@significantothers.co.uk,0131 554 2222,Leith,,,,False,0
1768,Scotland,Signage,Signs & Designs,https://signs-and-designs.co.uk,info@signs-and-designs.co.uk,01259 212223,The Trade Centre,,,,False,0
1769,Scotland,Signage,Signs Express Aberdeen,https://www.signsexpress.co.uk/,aberdeen@signsexpress.co.uk,01224 722254,"Unit 5, Airport Industrial Estate, Dyce, Aberdeen, AB21 7AL",,,,False,0
1770,Scotland,Signage,Solas Neon Sign Co.,https://www.solassigns.co.uk/,hello@solassigns.co.uk,0131 210 0230,21 Stewartfield,,,,False,0
1771,Scotland,Signage,Spaced-Out Grafix,https://www.spacedoutgrafix.com/,info@spacedoutgrafix.com,01324 666666,Grangemouth,,,,False,0
1772,Scotland,Signage,Specialized Signs,https://www.specializedsigns.co.uk/,info@specializedsigns.co.uk,0131 337 3355,19 Bankhead Terrace,,,,False,0
1773,Scotland,Signage,Tangent,https://tangentgraphic.co.uk,hello@tangentgraphic.co.uk,0141 222 2040,12-14 South Block,,,,False,0
1774,Scotland,Signage,The Sign Centre,https://signcentreinverness.co.uk,info@signcentreinverness.co.uk,01463 234551,10 Harbour Road,,,,False,0
1775,Scotland,Signage,Warriors Studio,https://warriorsstudio.com,hello@warriorsstudio.com,07826 854206,60-64 Osborne St,,,,False,0
1776,Scotland,Signage,Wilson Signs,https://wilsonsigns.net,info@wilsonsigns.net,01450 363835,6 Slitrig Cres,,,,False,0
1777,Scotland,Signage,cca-signs,https://www.cca-signs.co.uk/,info@cca-signs.co.uk,01721 723456,South Park Industrial Estate,,,,False,0
1858,Somerset,Signage,Active Signs,https://www.activesignsminehead.co.uk/,info@activesignsminehead.co.uk,01643 700666,"Channel House Mart Rd, Minehead, TA24 5BJ",,https://www.instagram.com/activesigns,https://www.facebook.com/activesigns,False,0
1859,Somerset,Signage,Freestyle Designs,https://freestyledesigns.co.uk,info@freestyledesigns.co.uk,01225 445666,"Unit 6 Locksbrook Rd Trading Est, Bath, BA1 3DZ",https://www.linkedin.com/company/freestyle-designs-ltd,https://www.instagram.com/freestyledesigns,https://www.facebook.com/freestyledesigns,False,0
1860,Somerset,Signage,Frenzy Designs,https://frenzydesigns.co.uk,info@frenzydesigns.co.uk,01761 477666,"Unit 11d Timsbury Ind Est, Bath, BA2 0HQ",,https://www.instagram.com/frenzydesigns,https://www.facebook.com/frenzydesigns,False,0
1861,Somerset,Signage,Mendip Signs,http://mendipsigns.co.uk,info@mendipsigns.co.uk,01749 888666,"Westcombe Hill Farm, Shepton Mallet, BA4 6EL",,https://www.instagram.com/mendipsigns,https://www.facebook.com/mendipsigns,False,0
1862,Somerset,Signage,Naked Signs Ltd,https://www.nakedsigns.co.uk/,info@nakedsigns.co.uk,01934 733555,"Unit L Mendip Business Park, Axbridge, BS26 2UG",,https://www.instagram.com/nakedsigns,https://www.facebook.com/nakedsignsltd,False,0
1863,Somerset,Signage,P J Signs,https://pjsigns.co.uk,info@pjsigns.co.uk,01823 333666,"29 Frobisher Way, Taunton, TA2 6BB",https://www.linkedin.com/company/p-j-signs-ltd,,https://www.facebook.com/pjsignstaunton,False,0
1864,Somerset,Signage,Parsigns,https://parsigns.co.uk,info@parsigns.co.uk,01458 277666,"Unit 3 Canvin Court, Somerton Business Park, Somerton, TA11 6SB",https://www.linkedin.com/company/parsigns,https://www.instagram.com/parsigns,https://www.facebook.com/parsigns,False,0
1865,Somerset,Signage,Quicksign,https://quick-sign.co.uk,info@quick-sign.co.uk,01278 788666,"Quicksign House Evercreech Way, Highbridge, TA9 4AR",,https://www.instagram.com/quicksignuk,https://www.facebook.com/quicksign,False,0
1866,Somerset,Signage,Vale Signs & Print,https://valesignsandprint.co.uk,info@valesignsandprint.co.uk,01963 355666,"Horseshoes Tuckers Lane, Castle Cary, BA7 7LH",,https://www.instagram.com/valesignsandprint,https://www.facebook.com/valesignsandprint,False,0
1928,South Yorkshire,Signage,Nichols Signs Ltd,https://www.nicholssigns.net/,info@nicholssigns.net,01709 377114,"The Crofts, Rotherham, S60 2DJ",,,,False,0
1691,Staffordshire,Signage,Autographic Designs,https://www.autographicdesigns.co.uk/,info@autographicdesigns.co.uk,01543 411 114,Lichfield Business Park Lichfield WS13 8UY,,,,False,0
1692,Staffordshire,Signage,Embello,https://www.embello.co.uk,sales@embello.co.uk,01827 282 282,Unit 1 Business Park Tamworth B77 5BY,,,,False,0
1693,Staffordshire,Signage,Hardy Signs Ltd,https://hardysigns.co.uk,sales@hardysigns.co.uk,01283 569 102,Hardy Place Burton-on-Trent DE14 3RP,,,,False,0
1694,Staffordshire,Signage,Mason Architectural Hardware Ltd,https://masonhardwareuk.co.uk,sales@masonhardwareuk.co.uk,01889 577 777,Unit 28 Kimberley Business Park Rugeley WS15 1RE,,,,False,0
1695,Staffordshire,Signage,Plan it Signs,https://www.planitsigns.co.uk,info@planitsigns.co.uk,01782 566 222,1 Dalewood Road Newcastle-under-Lyme ST5 9QH,,,,False,0
1674,Suffolk,Signage,Concept Signs (essex),http://www.conceptsignsltd.co.uk/,info@conceptsignsltd.co.uk,01787 827490,"Unit 18, Fourth Avenue, Halstead CO9 2SY",,,https://www.facebook.com/conceptsignsltd/,False,0
1676,Suffolk,Signage,Esto Signs,https://www.estosigns.com/,info@estosigns.com,01473 809328,"44 Farriers Cl, Martlesham Heath, Ipswich IP5 3SW",,,https://www.facebook.com/estosigns/,False,0
1677,Suffolk,Signage,Extreme Signs & Designs Ltd,https://www.extremegraphics.co.uk/,info@extremegraphics.co.uk,01473 811874,"Seven Acres Farm, Newbourne Rd, Waldringfield, Woodbridge IP12 4PS",,,https://www.facebook.com/extremegraphics/,False,0
1678,Suffolk,Signage,G Signs & Design Ltd,https://www.gsignsanddesign.co.uk/,info@gsignsanddesign.co.uk,01284 752913,"B7 Business Park, Newmarket Road, Risby IP28 6RD",,,https://www.facebook.com/gsignsanddesign/,False,0
1679,Suffolk,Signage,Hudson Group Ltd,https://www.hudsongroupltd.co.uk/,info@hudsongroupltd.co.uk,01449 723346,"2a Williamsport Way, Needham Market, Ipswich IP6 8RW",https://www.linkedin.com/company/hudson-group-ltd/,https://www.instagram.com/hudsonsigns/,https://www.facebook.com/hudsonsigns/,False,0
1680,Suffolk,Signage,L & M Signs,http://lmsigns.co.uk,info@lmsigns.co.uk,01842 821990,"Unit 1 Higlands Close, St Helens Way, Thetford IP24 1HG",,,https://www.facebook.com/lmsignsthetford/,False,0
1681,Suffolk,Signage,LABELCRAFT SIGNS LIMITED,https://labelcraftsignsltd.co.uk,info@labelcraftsignsltd.co.uk,01394 285354,"Alston Barns, Grimston Ln, Felixstowe IP11 0SD",,,https://www.facebook.com/labelcraftsigns/,False,0
1644,Suffolk,Signage,Signs Display,,info@signsdisplay.com,01473 711100,"Unit 2, The IO Centre, Stephenson Way, Ipswich, IP3 9RR",https://www.linkedin.com/company/signs-display-ltd/,,https://www.facebook.com/signsdisplay/,False,0
1806,Surrey,Signage,A J Signs Ltd,https://www.ajsigns.co.uk/,sales@ajsigns.co.uk,01483 300500,"4a Douglas Close, Guildford, GU4 7PB",,,,False,0
1808,Surrey,Signage,Aristo Signs,https://www.aristosigns.co.uk/,sales@aristosigns.co.uk,01342 832992,"Unit 1 Foxhole Farm, Brickhouse Lane, Lingfield, RH7 6HY",,,,False,0
1809,Surrey,Signage,Carousel Lights,http://www.carousellights.com/,info@carousellights.com,07944 654349,"Fetcham Park House Lower Rd, Leatherhead, KT22 9HD",,"FB: carousellights, IG: carousellights","FB: carousellights, IG: carousellights",False,0
